name,alpha,beta,L,m,T,OBJ,GAP,CPU,nodes,obj_bound,root_time,root_obj,root_bound,frac_time,frac_calls,int_time,int_calls,total_cuts,frac_conn,conn,noverlap,0noverlap,proper_noverlap,depot_flyover,synchro,compl_time,y(N),z(H),w(N),LP_time,LP_obj
poi-40-2,2,0.67,24,2,97,411.251,0,18.4232,463,411.251,9.30781,298.892,454.715,0.188805,304,0.25243,63,1120,774,256,59,5,0,19,7,97,9,8/6248,0,10.1399,461.474
poi-40-2,2,0.67,24,2,194,566.262,0,8.19578,120,566.262,6.87469,565.384,567.876,0.028598,135,0.257807,41,182,60,79,25,0,0,17,1,189,22,1/6248,0,4.80556,568.038
poi-40-2,2,0.67,24,3,97,411.251,0,19.9864,449,411.251,13.1821,376.233,454.806,0.047136,339,0.323639,68,453,182,210,44,4,0,7,6,97,9,8/6248,0,15.7765,461.474
poi-40-2,2,0.67,24,3,194,566.262,0,16.7348,18,566.262,16.0889,566.262,568.196,0.101981,52,0.270287,37,484,286,112,56,2,0,24,4,191,22,1/6248,0,7.79932,568.038
poi-40-2,2,1.34,12,1,97,391.721,0,7.5076,639,391.721,6.26391,351.55,444.398,0.047232,395,0.123562,51,471,300,169,2,0,0,0,0,95,9,5/2400,0,2.05586,466.3
poi-40-2,2,1.34,12,1,194,636.038,0,0.447708,1,636.038,0.369961,636.038,636.393,0.000173,2,0.058285,10,27,0,9,15,2,0,1,0,193,16,7/2400,0,0.243832,636.038
poi-40-2,2,1.34,12,2,97,391.721,0,5.50646,1546,391.721,3.78853,335.014,459.331,0.072095,871,0.113497,52,449,231,209,6,1,0,2,0,95,9,5/2400,0,0.606404,489.188
poi-40-2,2,1.34,12,2,194,636.038,2.0036E-09,0.731672,1,636.038,0.550178,636.038,636.401,0.000184,2,0.090781,13,28,0,9,17,0,0,2,0,193,16,7/2400,0,0.409015,636.038
poi-40-2,2,1.34,12,3,97,391.721,0,5.02765,2113,391.721,1.95058,336.398,467.256,0.096816,1177,0.124123,32,319,215,95,6,1,0,2,0,95,9,5/2400,0,0.905969,489.188
poi-40-2,2,1.34,12,3,194,636.038,0,0.856561,1,636.038,0.696126,636.038,636.374,0.000202,2,0.088044,13,36,0,21,11,2,0,2,0,193,16,7/2400,0,0.561198,636.038
poi-40-2,2,1.34,24,1,97,557.015,0,47.0112,752,557.015,32.1587,501.263,623.796,0.104006,438,0.155406,73,1025,635,354,30,1,0,2,3,97,9,8/6248,0,20.6776,609.871
poi-40-2,2,1.34,24,1,194,704.281,0,16.0098,214,704.281,10.2059,673.151,710.14,0.123056,162,0.109716,27,957,756,127,65,0,0,8,1,194,13,12/6248,0,13.6707,712.11
poi-40-2,2,1.34,24,2,97,575.808,0,248.348,1144,575.808,194.474,396.576,633.482,0.19319,812,0.404695,137,1493,767,593,103,6,0,12,12,97,7,10/6248,0,49.2382,636.062
poi-40-2,2,1.34,24,2,194,725.209,0,126.45,3049,725.209,23.5909,709.384,734.851,0.721787,1812,0.403328,51,2726,2398,96,195,4,0,27,6,194,11,13/6248,8,15.4134,731.367
poi-40-2,2,1.34,24,3,97,581.625,0,169.549,1596,581.625,125.535,548.282,659.798,0.464258,1058,0.403289,111,2576,2107,381,70,4,0,7,7,97,6,11/6248,0,109.613,643.287
poi-40-2,2,1.34,24,3,194,734.61,0,90.6621,1418,734.61,39.2684,665.677,737.625,0.421752,861,0.394264,63,1208,829,266,94,3,0,13,3,194,10,15/6248,0,14.9381,736.694
poi-40-3,1,0.67,13,1,97,382.396,0,2.32283,65,382.396,1.95037,368.144,393.929,0.010833,74,0.092075,13,77,57,15,0,0,0,2,3,95,11,1/2514,0,1.33987,389.126
poi-40-3,1,0.67,13,1,195,587.48,0,1.78866,1,587.48,1.67417,587.48,589.795,0.00454,29,0.071308,14,70,17,53,0,0,0,0,0,195,22,0/2514,0,1.87712,605.461
poi-40-3,1,0.67,13,2,97,382.396,0,4.02849,23,382.396,3.65716,382.396,392.216,0.011026,47,0.054402,12,113,79,34,0,0,0,0,0,97,11,1/2514,0,6.307,389.126
poi-40-3,1,0.67,13,2,195,587.48,0,3.11641,1,587.48,2.99626,587.48,591.192,0.012211,22,0.05382,14,187,115,72,0,0,0,0,0,195,22,0/2514,0,2.9965,605.461
poi-40-3,1,0.67,13,3,97,382.396,0,8.21616,7,382.396,8.02659,382.396,386.684,0.02069,77,0.092119,13,146,122,21,0,0,0,1,2,97,11,1/2514,0,5.02996,389.126
poi-40-3,1,0.67,13,3,195,587.48,0,4.03385,1,587.48,3.8645,587.48,591.864,0.012723,22,0.052682,12,131,50,81,0,0,0,0,0,195,22,0/2514,0,5.31874,605.461
poi-40-3,1,0.67,27,1,97,387.144,0,16.7483,441,387.144,5.19853,391.144,437.777,0.047731,273,0.167461,36,467,244,170,29,1,0,9,14,96,11,2/6704,1,3.15649,464.126
poi-40-3,1,0.67,27,1,195,596.281,6.47183E-05,28.6116,3995,596.32,5.94504,594.58,611.201,0.377514,2236,0.484565,55,2024,1529,133,279,6,0,56,21,195,16,5/6704,0,0.891449,624.143
poi-40-3,1,0.67,27,2,97,387.144,0,50.6603,1618,387.144,23.5847,344.531,448.746,0.171446,950,0.4209,65,786,381,301,46,5,0,13,40,83,11,2/6704,0,2.1117,482.126
poi-40-3,1,0.67,27,2,195,598.074,0,167.751,3645,598.074,8.48345,589.263,612.477,0.617205,2650,1.05208,92,2259,1548,106,405,15,0,129,56,195,18,7/6704,0,2.93112,624.143
poi-40-3,1,0.67,27,3,97,387.144,0,197.706,11032,387.144,25.4496,344.942,448.204,1.21139,6916,0.497748,76,1653,1204,323,47,6,0,19,54,83,11,2/6704,0,3.60493,482.126
poi-40-3,1,0.67,27,3,195,598.074,0,334.527,15924,598.074,19.0401,595.263,612.171,1.88594,10354,1.15467,108,2091,1442,241,224,5,0,125,54,195,18,7/6704,0,2.9606,624.143
poi-40-3,1,1.34,13,1,97,438.311,0,7.20708,1611,438.311,5.34616,438.311,474.167,0.087381,929,0.223417,38,469,384,27,32,0,0,14,12,96,9,3/2514,0,2.83573,458.62
poi-40-3,1,1.34,13,1,195,670.056,0,16.6379,2788,670.056,8.11308,656.65,691.837,0.316871,1864,0.283971,50,2084,1660,266,130,0,0,25,3,194,15,7/2514,5,3.67116,684.519
poi-40-3,1,1.34,13,2,97,464.854,0,7.71763,205,464.854,6.82885,460.551,480.395,0.026198,166,0.115307,19,196,157,26,7,0,0,2,4,97,7,5/2514,0,6.06092,464.854
poi-40-3,1,1.34,13,2,195,683.193,0,10.8889,261,683.193,9.87216,683.193,700.666,0.024711,184,0.116763,21,192,80,89,18,0,0,4,1,192,14,8/2514,3,7.02388,689.853
poi-40-3,1,1.34,13,3,97,464.854,0,9.03986,169,464.854,8.18771,460.589,476.258,0.039299,170,0.067049,11,234,205,28,0,0,0,1,0,97,7,5/2514,0,4.17312,464.854
poi-40-3,1,1.34,13,3,195,683.275,9.22934E-05,164.936,3882,683.338,6.26302,669.767,702.776,0.791597,2648,0.187361,36,3228,3039,154,22,0,0,9,4,193,14,8/2514,6.99999,15.4945,697.636
poi-40-3,1,1.34,27,1,97,465.068,0,296.402,16240,465.068,20.2751,420.594,558.57,1.13455,9594,0.539738,82,3200,2893,71,134,6,0,38,58,97,7,5/6704,3,7.59034,575.341
poi-40-3,1,1.34,27,1,195,712.128,0.0509771,3600.48,37494,748.43,34.1541,694.005,777.648,7.2908,28631,1.29661,137,-,-,-,-,-,-,-,-,-,-,-,-,65.7463,766.103
poi-40-3,1,1.34,27,2,97,500.628,0,964.614,13324,500.628,118.875,481.449,642.67,1.46465,8486,0.905443,130,3692,2897,360,238,18,0,75,104,95,4,8/6704,19,667.664,627.24
poi-40-3,1,1.34,27,2,195,769.711,0.0464211,3600.71,27511,805.442,204.232,639.824,819.18,9.89415,21843,1.55494,148,-,-,-,-,-,-,-,-,-,-,-,-,32.4149,818.067
poi-40-3,1,1.34,27,3,97,512.272,0,1143.4,30524,512.272,186.113,490.61,679.228,4.36138,19252,0.98084,120,8054,7248,443,173,20,0,43,127,97,5,9/6704,22,57.8643,643.24
poi-40-3,1,1.34,27,3,195,811.622,0,3412.69,31368,811.622,233.696,669.112,820.301,6.8643,20383,1.59838,151,12991,11683,457,626,45,0,108,72,195,9,16/6704,6,19.2792,818.255
poi-40-3,2,0.67,13,1,97,382.396,0,1.7539,32,382.396,1.42345,368.144,394.777,0.010627,45,0.040192,6,122,112,10,0,0,0,0,0,95,11,1/2514,0,1.33589,389.126
poi-40-3,2,0.67,13,1,195,587.48,0,1.40637,3,587.48,1.22495,584.066,590.949,0.006883,19,0.070584,12,94,51,43,0,0,0,0,0,195,22,0/2514,0,1.1988,605.461
poi-40-3,2,0.67,13,2,97,382.396,0,3.99477,50,382.396,3.49647,368.144,394.348,0.021671,73,0.087754,12,166,145,19,0,0,0,2,0,95,11,1/2514,0,2.90332,389.126
poi-40-3,2,0.67,13,2,195,587.48,0,3.22821,3,587.48,3.05288,584.066,589.552,0.005613,36,0.074806,13,69,13,56,0,0,0,0,0,195,22,0/2514,0,1.88214,605.461
poi-40-3,2,0.67,13,3,97,382.396,0,6.2143,71,382.396,5.60456,382.396,393.993,0.018244,108,0.051139,7,78,64,14,0,0,0,0,0,97,11,1/2514,0,5.64235,389.126
poi-40-3,2,0.67,13,3,195,587.48,0,5.16082,5,587.48,4.92873,584.066,590.654,0.008093,53,0.082587,14,65,17,48,0,0,0,0,0,195,22,0/2514,0,4.46357,605.461
poi-40-3,2,0.67,27,1,97,395.419,0,15.7099,379,395.419,5.22254,387.635,447.569,0.049433,229,0.237541,63,596,249,300,32,1,0,10,4,96,10,5/6704,1,5.09284,467.126
poi-40-3,2,0.67,27,1,195,600.196,0,22.0887,2035,600.196,1.45604,159.222,624.971,0.511448,1343,0.67893,72,2927,2495,96,260,1,0,65,10,195,18,6/6704,1,0.944328,624.143
poi-40-3,2,0.67,27,2,97,395.419,0,33.1237,2644,395.419,13.9669,393.144,445.736,0.340677,1596,0.173287,32,989,773,191,15,2,0,7,1,97,10,5/6704,2,2.26277,482.126
poi-40-3,2,0.67,27,2,195,603.004,0,12.5758,137,603.004,8.16333,589.263,612.872,0.073567,89,0.149474,24,393,267,101,16,2,0,5,2,195,18,7/6704,0,3.86838,624.143
poi-40-3,2,0.67,27,3,97,395.419,0,77.5594,2966,395.419,32.9974,344.531,450.957,1.24018,1860,0.352733,68,3335,2848,441,28,2,0,12,4,96,10,5/6704,0,4.89111,482.126
poi-40-3,2,0.67,27,3,195,603.004,0,37.1726,1522,603.004,15.4027,586.721,612.462,1.38463,1016,0.472652,54,3829,3559,155,71,3,0,37,4,195,18,9/6704,0,6.03267,624.143
poi-40-3,2,1.34,13,1,97,451.819,0,9.82458,725,451.819,8.72285,438.273,473.654,0.054719,456,0.152115,28,350,276,42,23,0,0,8,1,97,8,4/2514,0,2.31515,462.69
poi-40-3,2,1.34,13,1,195,670.158,0,17.1417,1668,670.158,11.4931,656.65,694.276,0.161034,980,0.229498,43,1333,998,202,115,0,0,18,0,192,15,7/2514,0,4.70377,688.873
poi-40-3,2,1.34,13,2,97,464.936,0,4.9098,38,464.936,4.5967,464.898,481.358,0.024323,46,0.10582,15,217,177,30,7,0,0,3,0,95,7,5/2514,1,3.71791,464.898
poi-40-3,2,1.34,13,2,195,683.275,0,11.3791,216,683.275,9.76314,665.834,702.38,0.091293,155,0.369741,53,796,532,166,72,0,0,25,1,187,14,8/2514,1,7.9662,692.981
poi-40-3,2,1.34,13,3,97,464.936,0,4.98542,99,464.936,3.94802,464.854,483.502,0.013171,103,0.077422,12,77,53,20,3,0,0,1,0,95,7,5/2514,1,3.07497,464.936
poi-40-3,2,1.34,13,3,195,683.275,0,59.7857,1345,683.275,4.65987,656.302,703.4,0.27659,1096,0.516282,73,1410,1120,170,93,0,0,26,1,186,14,8/2514,0,23.7059,697.636
poi-40-3,2,1.34,27,1,97,509.961,0,88.184,1353,509.961,60.5935,456.713,626.4,0.331613,804,0.17122,57,2047,1736,282,25,0,0,3,1,96,7,7/6704,2,13.9884,615.196
poi-40-3,2,1.34,27,1,195,764.063,0,277.831,6828,764.063,19.2884,701.708,795.303,1.2923,4495,0.381704,75,5464,4868,433,150,0,0,10,3,195,13,11/6704,3,21.3635,788.555
poi-40-3,2,1.34,27,2,97,544.512,0,391.827,2817,544.512,96.1169,507.122,670.673,0.731958,2090,0.337547,69,2541,2043,451,36,3,0,5,3,97,5,9/6704,0,31.4702,656.489
poi-40-3,2,1.34,27,2,195,812.292,0,511.927,3050,812.292,117.281,775.131,820.13,0.840696,2269,0.402273,44,2406,2129,91,165,3,0,16,2,195,10,15/6704,1,14.6932,819.481
poi-40-3,2,1.34,27,3,97,547.653,0,311.151,5227,547.653,31.2454,576.856,665.402,2.04408,3488,0.21153,41,5057,4827,207,15,3,0,0,5,92,4,11/6704,0,36.9301,657.525
poi-40-3,2,1.34,27,3,195,819.373,0,108.281,444,819.373,59.9229,754.184,820.741,0.089445,311,0.374404,43,385,115,124,122,6,0,12,6,195,10,16/6704,2,25.0527,820.12
poi-40-4,1,0.67,13,1,103,330.106,0,4.27142,207,330.106,3.93159,315.659,361.382,0.020741,162,0.132986,38,241,75,155,5,0,0,3,3,102,12,1/2224,0,0.991234,460.846
poi-40-4,1,0.67,13,1,207,661.693,0,2.25135,141,661.693,1.77934,661.693,673.298,0.018092,120,0.113897,26,220,70,139,2,0,0,7,2,207,22,0/2224,0,1.53892,679.652
poi-40-4,1,0.67,13,2,103,330.106,0,7.67192,834,330.106,6.42785,315.902,375.79,0.054633,502,0.175237,41,327,162,160,2,0,0,0,3,102,12,1/2224,0,1.65647,460.846
poi-40-4,1,0.67,13,2,207,661.693,0,4.45584,918,661.693,1.58557,628.156,675.071,0.10522,529,0.271671,44,623,441,145,11,1,0,18,7,207,22,1/2224,0,1.47935,679.652
poi-40-4,1,0.67,13,3,103,330.106,0,6.66481,895,330.106,3.23549,214.917,381.485,0.086228,500,0.093599,26,586,444,139,0,0,0,0,3,102,12,2/2224,0,2.3036,460.846
poi-40-4,1,0.67,13,3,207,661.693,0,11.7705,1213,661.693,3.42853,661.693,674.934,0.42328,783,0.287557,43,2455,2286,137,3,1,0,18,10,207,22,0/2224,0,2.17146,679.652
poi-40-4,1,0.67,27,1,103,335.238,0,236.538,17060,335.238,4.51256,112.238,457.277,1.09566,10498,2.07996,284,5187,3356,475,918,35,0,318,85,103,11,3/4394,7,3.75072,546.16
poi-40-4,1,0.67,27,1,207,690.693,0,2.97909,1,690.693,2.85776,690.693,691.405,0.002963,8,0.158925,28,159,31,73,31,0,0,17,7,207,22,2/4394,0,2.44709,691.693
poi-40-4,1,0.67,27,2,103,335.238,0,659.953,64242,335.238,25.9164,252.454,481.79,3.97859,38265,4.89971,524,8855,6298,494,1109,30,0,722,202,103,12,3/4394,3,9.07599,547.161
poi-40-4,1,0.67,27,2,207,691.693,0,3.77967,1,691.693,3.59944,691.693,691.693,0.007751,6,0.264427,43,269,49,144,41,1,0,24,10,207,22,4/4394,0,4.50055,691.693
poi-40-4,1,0.67,27,3,103,335.238,6.62798E-05,1180.56,151009,335.26,13.4548,263.25,488.88,9.34861,88136,7.57556,707,7909,5221,206,1042,36,0,1149,255,103,11,3/4394,7,13.1219,547.16
poi-40-4,1,0.67,27,3,207,691.693,0,6.4565,1,691.693,6.21548,691.693,691.693,0.018109,8,0.278566,43,335,74,217,11,0,0,19,14,207,22,3/4394,0,6.19453,691.693
poi-40-4,1,1.34,13,1,103,384.136,0,13.1084,1328,384.136,11.9965,366.984,430.211,0.073765,766,0.145394,38,393,221,144,18,3,0,1,6,103,9,4/2224,6,2.56217,517.583
poi-40-4,1,1.34,13,1,207,745.569,0,5.19544,611,745.569,4.02522,725.378,757.035,0.067372,383,0.242741,35,427,282,53,73,4,0,9,6,207,16,6/2224,11,1.14177,761.876
poi-40-4,1,1.34,13,2,103,384.136,0,15.5905,1737,384.136,12.9485,374.017,448.952,0.117579,1011,0.134953,40,619,447,161,6,3,0,1,1,103,9,4/2224,0,3.10033,517.583
poi-40-4,1,1.34,13,2,207,749.792,1.65395E-07,42.2633,4814,749.792,2.46303,712.923,762.488,0.43466,3295,0.302173,38,915,778,62,56,2,0,8,9,207,17,6/2224,16,2.18192,761.876
poi-40-4,1,1.34,13,3,103,384.136,0,38.4011,4171,384.136,4.00437,374.017,457.281,0.351619,2940,0.16402,45,1093,928,158,4,3,0,0,0,100,9,5/2224,3,4.5535,517.583
poi-40-4,1,1.34,13,3,207,749.792,0,366.987,1542,749.792,3.5872,726.688,764.331,0.302731,1277,0.411716,43,942,830,51,42,5,0,6,8,207,17,6/2224,16,4.46252,761.876
poi-40-4,1,1.34,27,1,103,435.83,0,328.528,28865,435.83,6.36656,211.044,599.286,1.6769,17152,1.81317,247,5904,4267,362,912,55,0,220,88,102,8,6/4394,7,7.37001,661.026
poi-40-4,1,1.34,27,1,207,801.509,0.0675738,3600.76,28557,855.67,11.0589,785.83,871.722,13.1734,24781,0.633448,63,-,-,-,-,-,-,-,-,-,-,-,-,13.302,867.306
poi-40-4,1,1.34,27,2,103,478.775,0,564.863,16073,478.775,23.6535,25.942,765.022,1.24704,10268,1.65467,213,5953,4518,493,607,41,0,184,110,103,6,8/4394,14,44.0705,738.488
poi-40-4,1,1.34,27,2,207,841.959,0.0658035,3600.89,24596,897.363,8.99988,688.44,900.44,11.1654,21357,1.95674,137,-,-,-,-,-,-,-,-,-,-,-,-,1.15423,900.44
poi-40-4,1,1.34,27,3,103,481.775,0,1021.28,50173,481.775,39.828,231.312,788.802,6.48487,32786,4.01503,380,17626,15300,400,1121,64,0,522,219,103,6,9/4394,14,29.6343,775.28
poi-40-4,1,1.34,27,3,207,896.751,0,2081.15,7844,896.751,13.4941,900.44,900.44,10.6358,7169,1.39059,115,43458,41988,423,877,21,0,100,49,206,13,19/4394,11,1.4235,900.44
poi-40-4,2,0.67,13,1,103,330.106,0,3.34408,336,330.106,2.57327,244.43,378.116,0.03382,224,0.131775,39,458,272,181,3,0,0,1,1,102,12,1/2224,0,0.615593,482.846
poi-40-4,2,0.67,13,1,207,672.795,0,1.9798,72,672.795,1.59995,672.69,676.504,0.05084,69,0.08857,26,704,580,120,4,0,0,0,0,207,21,2/2224,1,0.90393,679.652
poi-40-4,2,0.67,13,2,103,330.106,0,3.1215,878,330.106,1.71169,234.434,389.183,0.060413,497,0.099284,30,434,295,136,1,0,0,1,1,102,12,1/2224,0,0.795101,482.846
poi-40-4,2,0.67,13,2,207,672.795,0,3.17608,82,672.795,2.70736,666.156,676.535,0.038287,81,0.090274,27,442,266,171,4,0,0,1,0,206,21,3/2224,0,1.45321,679.652
poi-40-4,2,0.67,13,3,103,330.106,0,4.03354,1022,330.106,1.97144,302.675,389.292,0.074799,558,0.082753,22,431,306,124,1,0,0,0,0,102,12,2/2224,0,0.671812,482.846
poi-40-4,2,0.67,13,3,207,672.795,0,3.30843,14,672.795,3.12934,672.795,677.075,0.026032,43,0.096532,12,159,97,60,2,0,0,0,0,205,21,3/2224,1,1.8784,679.652
poi-40-4,2,0.67,27,1,103,356.256,0,34.0753,2176,356.256,12.0212,348.411,469.269,0.30954,1294,0.356495,78,3283,2849,276,121,3,0,26,8,102,12,4/4394,0,3.00085,547.16
poi-40-4,2,0.67,27,1,207,691.693,0,1.72251,1,691.693,1.6115,691.693,691.693,0.004063,4,0.081483,22,165,47,106,7,0,0,5,0,207,22,3/4394,0,1.87383,691.693
poi-40-4,2,0.67,27,2,103,356.256,0,31.8604,1656,356.256,16.35,305.259,474.601,0.276015,951,0.176977,55,1977,1640,320,9,1,0,2,5,102,12,5/4394,0,7.57286,547.161
poi-40-4,2,0.67,27,2,207,691.693,0,3.82598,1,691.693,3.57353,691.693,691.693,0.010711,6,0.10862,23,171,64,84,14,1,0,8,0,207,22,4/4394,0,5.79338,691.693
poi-40-4,2,0.67,27,3,103,356.256,0,154.876,7078,356.256,13.6751,256.478,490.788,2.30596,4793,0.617188,88,8575,8156,284,64,0,0,59,12,102,12,5/4394,0,6.46993,547.16
poi-40-4,2,0.67,27,3,207,691.693,0,7.34985,218,691.693,2.99232,661.693,691.693,0.207056,152,0.205375,36,997,787,178,11,0,0,21,0,207,22,3/4394,0,6.66398,691.693
poi-40-4,2,1.34,13,1,103,384.941,0,6.01441,928,384.941,4.56485,374.017,459.81,0.067194,543,0.141733,39,723,570,136,14,0,0,3,0,103,10,4/2224,0,0.755113,542.159
poi-40-4,2,1.34,13,1,207,765.871,0,1.13322,1,765.871,1.05892,765.871,765.871,0.006372,11,0.062311,14,134,72,57,5,0,0,0,0,207,19,6/2224,1,0.9864,765.871
poi-40-4,2,1.34,13,2,103,384.941,0,6.17033,1246,384.941,3.619,363.554,459.967,0.103267,739,0.162682,33,755,628,117,8,0,0,2,0,103,10,4/2224,0,1.33684,542.159
poi-40-4,2,1.34,13,2,207,765.871,0,2.11902,1,765.871,1.41298,765.871,766.652,0.001177,10,0.115784,14,36,0,15,15,2,0,4,0,207,19,6/2224,1,1.8924,765.871
poi-40-4,2,1.34,13,3,103,384.941,0,38.7274,5234,384.941,2.18418,376.684,468.315,0.435706,3450,0.149106,33,2353,2220,128,3,1,0,1,0,103,10,5/2224,0,1.40066,542.159
poi-40-4,2,1.34,13,3,207,765.871,0,3.75428,1,765.871,3.60814,765.871,766.871,0.005298,16,0.146931,24,153,15,125,11,0,0,2,0,207,19,6/2224,1,2.87914,765.871
poi-40-4,2,1.34,27,1,103,492.767,0,67.533,3623,492.767,22.2721,25.942,739.783,0.581969,2177,0.198896,62,5555,5139,339,63,1,0,8,5,97,8,8/4394,3,24.8403,734.596
poi-40-4,2,1.34,27,1,207,862.004,0,431.856,27836,862.004,22.9916,832.013,884.944,2.75642,15658,0.245631,43,8175,7806,226,126,1,0,10,6,206,14,12/4394,9,1.0129,888.153
poi-40-4,2,1.34,27,2,103,516.354,0,102.75,3880,516.354,57.3858,538.388,785.007,0.519952,2586,0.699148,129,4592,3856,504,168,12,0,36,16,103,9,8/4394,7,18.2478,786.32
poi-40-4,2,1.34,27,2,207,890.103,0.0033704,3600.84,23319,893.103,8.14322,766.44,900.44,10.7845,19976,14.6901,899,-,-,-,-,-,-,-,-,-,-,-,-,1.89823,900.44
poi-40-4,2,1.34,27,3,103,526.817,0,155.409,3789,526.817,42.433,231.312,795.108,1.1581,2662,0.557803,95,4723,4206,371,107,5,0,22,12,103,8,9/4394,7,49.7369,786.32
poi-40-4,2,1.34,27,3,207,896.751,2.52792E-05,848.544,4942,896.774,8.01502,846.44,900.44,0.993658,3461,0.801266,76,3223,2345,251,517,12,0,85,13,206,15,18/4394,0,2.22762,900.44
poi-40-5,1,0.67,12,1,105,285.085,0,2.77369,267,285.085,1.94539,265.876,305.322,0.087919,210,0.08525,47,1279,1014,262,2,1,0,0,0,105,9,3/2088,4,0.940752,330.835
poi-40-5,1,0.67,12,1,211,557.852,0,1.91254,1,557.852,1.80121,557.852,558.53,0.00805,32,0.085027,12,71,46,23,1,0,0,0,1,210,24,0/2088,0,0.816089,564.593
poi-40-5,1,0.67,12,2,105,285.085,0,5.63206,243,285.085,3.85856,277.283,306.185,0.066335,194,0.099057,47,846,516,330,0,0,0,0,0,105,9,3/2088,4,2.26042,330.835
poi-40-5,1,0.67,12,2,211,557.852,0,2.01641,44,557.852,1.75325,557.852,559.615,0.008687,49,0.07286,9,59,36,23,0,0,0,0,0,210,24,0/2088,0,1.42161,564.593
poi-40-5,1,0.67,12,3,105,285.085,0,6.89552,361,285.085,4.91315,262.148,307.56,0.151829,229,0.089443,41,1150,911,238,0,1,0,0,0,105,9,3/2088,4,2.55525,330.835
poi-40-5,1,0.67,12,3,211,557.852,0,3.3823,1,557.852,3.20973,557.852,559.051,0.005045,22,0.078456,11,51,18,33,0,0,0,0,0,210,24,0/2088,0,3.15219,564.593
poi-40-5,1,0.67,25,1,105,309.432,0,35.5666,6120,309.432,5.92576,299.492,374.005,0.419989,3670,1.93558,233,3418,2126,142,809,46,0,259,36,102,12,1/4746,0,5.80276,413.037
poi-40-5,1,0.67,25,1,211,571.852,4.89501E-05,2.69186,1,571.88,2.48187,571.852,571.991,0.0015,7,0.185121,27,65,8,30,14,0,0,10,3,211,24,2/4746,0,1.70604,573.681
poi-40-5,1,0.67,25,2,105,315.432,0,422.994,27059,315.432,27.5616,308.958,407.63,1.61391,17651,4.34966,453,4728,2274,207,1371,114,0,630,132,105,12,2/4746,0,13.8761,419.037
poi-40-5,1,0.67,25,2,211,571.852,9.65574E-05,3.64695,1,571.907,3.3623,571.852,571.937,0.001821,10,0.072025,10,18,4,8,2,0,0,4,0,210,24,2/4746,0,4.47642,573.681
poi-40-5,1,0.67,25,3,105,326.56,0,706.804,26880,326.56,33.3469,309.832,400.478,2.82228,19069,4.60162,440,6076,3973,315,942,80,0,592,174,105,11,4/4746,0,15.1945,419.037
poi-40-5,1,0.67,25,3,211,571.852,0,11.7299,284,571.852,7.75333,552.35,572.657,0.112847,158,0.163745,33,418,278,131,2,0,0,4,3,210,24,2/4746,0,8.35195,573.681
poi-40-5,1,1.34,12,1,105,324.085,0,6.19152,313,324.085,5.2913,291.931,342.875,0.049777,219,0.134153,57,697,415,276,6,0,0,0,0,105,9,3/2088,4,1.09359,355.047
poi-40-5,1,1.34,12,1,211,611.536,0,0.997484,1,611.536,0.921616,611.536,611.957,0.001962,13,0.050818,10,53,16,28,6,0,0,2,1,211,19,5/2088,5,0.836954,612.731
poi-40-5,1,1.34,12,2,105,324.085,0,7.0617,207,324.085,4.81076,298.801,344.424,0.068044,157,0.118912,52,749,509,232,5,1,0,2,0,105,9,3/2088,4,2.71883,355.047
poi-40-5,1,1.34,12,2,211,611.536,0,1.71664,1,611.536,1.53334,611.536,613.236,0.002119,17,0.066721,15,91,0,88,1,0,0,1,1,209,19,5/2088,3,1.36935,612.731
poi-40-5,1,1.34,12,3,105,324.085,0,12.4226,4524,324.085,2.46621,247.314,356.047,0.279683,2542,0.131207,45,646,461,182,1,0,0,1,1,105,9,3/2088,4,6.52023,355.047
poi-40-5,1,1.34,12,3,211,611.536,0,3.20381,4,611.536,2.99623,611.536,613.318,0.015018,24,0.113935,18,148,85,60,1,0,0,2,0,209,19,5/2088,3,4.55613,612.731
poi-40-5,1,1.34,25,1,105,388.698,0,417.299,31400,388.698,13.8567,261.646,492.05,2.04908,18424,2.00248,248,7161,5209,449,1117,115,0,223,48,104,7,6/4746,20,10.0087,514.74
poi-40-5,1,1.34,25,1,211,704.908,0,3185.07,80939,704.908,6.15971,637.342,720.881,7.57112,45464,1.31842,96,15107,13696,205,1042,10,0,97,57,211,14,12/4746,18,3.80831,719.594
poi-40-5,1,1.34,25,2,105,416.856,0,1075.35,43331,416.856,43.0517,397.323,599.347,2.67094,24633,3.39968,354,7958,5155,464,1576,222,0,434,107,101,5,9/4746,22,103.048,591.764
poi-40-5,1,1.34,25,2,211,732.16,0,2077.67,51406,732.16,20.0338,699.029,737.854,7.99413,36929,14.218,1032,25514,18320,174,5182,39,0,549,1250,211,20,16/4746,27,11.6069,737.793
poi-40-5,1,1.34,25,3,105,442.593,0,1368.61,34716,442.593,66.0308,472.505,600.683,3.63662,21977,2.71036,277,7450,5711,349,845,146,0,279,120,105,7,8/4746,7,62.364,602.764
poi-40-5,1,1.34,25,3,211,735.396,0,2282.48,8680,735.396,14.4191,638.862,737.862,1.93543,6359,1.06468,102,5163,4156,339,538,11,0,65,54,211,16,17/4746,6,3.66305,737.862
poi-40-5,2,0.67,12,1,105,294.619,0,3.71819,148,294.619,2.89215,272.03,309.414,0.040654,115,0.121896,66,784,442,339,3,0,0,0,0,105,10,3/2088,0,0.967113,333.442
